Class	Name	*Description	*ID	Token	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	SizeX	SizeY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Lockable	Gore	Sync	Damage	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
HellGate	portal	hellgate	342	1y	0	0	1	0	0	0	0	0	1	1	30	30	30	0	0	0	0	0	128	128	128	0	0	0	0	0	1	0	1	0	0	0	0	0	15	17	19	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	100	100	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	4	16	0	0	-60	0	0	1	18	0	0	0	0	1	0	1	100	0	1	-40	-80	80	80	46	0	44	0	0	0	0	0	339
ShrineManaKurast	Shrine	"manawell, act 3, kurast"	343	xl	1	0	0	0	0	0	0	0	2	2	1	17	1	1	0	0	0	0	256	125	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	2	344	0	0	0	0	0	1	100	0	0	1	282	0	0	2	2	1	0	0	0	0	0	310
ShrineHealthKurast	Shrine	"healthwell, act 3, kurast"	344	xm	1	0	0	0	0	0	0	0	2	2	1	17	1	1	0	0	0	0	256	125	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	0	1	1	344	0	0	0	0	0	1	100	0	0	1	282	0	0	2	2	1	0	0	0	0	0	310
Hellfire1	Dummy	hellfire1	345	e3	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
Hellfire2	Dummy	hellfire2	346	e4	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
Hellfire3	Dummy	hellfire3	347	e5	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
HellLava1	Dummy	helllava1	348	e6	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HellLava2	Dummy	helllava2	349	e7	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HellLava3	Dummy	helllava3	350	e8	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HellLight1	Dummy	helllightsource1	351	ss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HellLight2	Dummy	helllightsource1	352	ss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HellLight3	Dummy	helllightsource1	353	ss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoradricCubeChest	chest	horadric cube chest	354	xk	1	0	0	0	0	0	0	0	1	1	1	4	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	100	100	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	0	0	1	18	0	0	0	0	1	0	1	100	1	0	18	0	0	0	39	3	31	0	0	0	0	0	318
HoradricScrollChest	chest	horadric scroll chest	355	xk	1	0	0	0	0	0	0	0	1	1	1	4	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	100	100	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	0	0	1	18	0	0	0	0	1	0	1	100	1	0	18	0	0	0	40	3	32	0	0	0	0	0	318
StaffOfKingsChest	chest	staff of kings chest	356	xk	1	0	0	0	0	0	0	0	1	1	1	4	1	0	0	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	100	100	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	0	0	1	18	0	0	0	0	1	0	1	100	1	0	18	0	0	0	41	3	33	0	0	0	0	0	318
ArcaneTome	Tome	yet another tome	357	TT	1	1	1	0	0	0	0	0	1	1	1	3	1	1	0	0	0	0	256	256	128	128	128	128	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	0	1	0	0	0	0	0	0	0	1	100	1	0	0	0	0	0	42	0	0	0	0	0	0	0	427
HellBrazier1	fire	hell brazier	358	E1	0	0	0	0	0	0	0	0	3	3	20	20	0	0	0	0	0	0	150	150	0	0	0	0	0	0	1	1	1	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	255	236	176	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	-7	9	-90	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	11	0	34	0	0	1	0	0	0
HellBrazier2	fire	hell brazier	359	E2	0	0	0	0	0	0	0	0	3	3	20	20	0	0	0	0	0	0	150	150	0	0	0	0	0	0	1	1	1	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	255	236	176	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	-7	10	-90	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	11	0	34	0	0	1	0	0	0
DungeonRockPile	RockPIle	dungeon	360	xn	1	0	0	0	0	0	0	0	2	2	1	13	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	1	0	1	100	0	0	18	0	0	0	3	3	33	0	0	0	0	0	0
DungeonShrineMagic	magic shrine	"magic shrine, act 3,dundeon"	361	qo	1	0	0	0	0	0	0	0	3	3	13	13	1	0	0	0	0	0	256	400	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	-95	0	0	1	3	301	0	0	0	0	0	1	100	0	0	3	301	0	0	2	2	1	0	0	0	0	0	310
DungeonBasket	basket	dungeon	362	xp	1	0	0	0	0	0	0	0	1	1	1	13	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	0	1	18	0	0	0	0	1	0	1	100	0	0	18	0	0	0	3	3	33	0	1	0	1	0	0
OuterHellSkeleton	HungSkeleton	outerhell skeleton	363	jw	1	0	0	0	0	0	0	0	4	4	1	13	1	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	0	1	18	0	0	0	0	0	0	1	100	0	0	18	0	0	0	14	3	2	0	0	0	0	0	0
DungeonGuy	Dummy	guy for dungeon	364	ea	1	0	0	0	0	0	0	0	2	1	28	15	10	0	0	0	0	0	128	128	128	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	128	0	0	-60	0	0	1	18	0	0	0	0	0	1	1	100	0	0	18	0	0	0	1	3	2	0	0	0	0	0	0
Act3DungeonCasket	casket	casket for Act 3 dungeon	365	vb	1	0	0	0	0	0	0	0	5	3	1	5	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
BeneathTheCityStairs	sewer stairs	stairs for act 3 sewer quest	366	ve	0	0	1	0	0	0	0	0	5	5	0	20	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	44	0	41	0	0	0	0	0	223
BeneathTheCityLever	sewer lever	lever for act 3 sewer quest	367	vf	1	0	0	0	0	0	0	0	3	5	0	32	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	45	0	42	0	0	0	0	0	304
DarkWanderStart	darkwanderer	start position	368	ss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
TrappedSoulPlaceholder	dummy	trapped soul placeholder	369	ss	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	0	0	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	3	46	0	0	0	0	0	0
JungleTorch2	Dummy	torch for act3 town	370	VG	0	0	0	0	0	0	0	0	1	1	30	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ForgottenTowerChest	chest	LargeChestR	371	L1	0	0	0	0	0	0	0	0	1	1	1	13	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-50	1	0	1	15	0	0	0	0	1	0	1	100	0	0	15	0	0	0	0	0	47	0	1	0	0	0	0
HellBonePile	BoneChest	innerhellbonepile	372	y1	1	0	0	0	0	0	0	0	1	1	1	13	1	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	0	1	18	0	0	0	0	0	0	1	100	0	0	18	0	0	0	14	3	2	0	0	0	0	0	0
SkeletonSpawnHell2	Dummy	skeleton spawn for hell            facing ne	373	Qt	0	0	0	0	0	0	0	0	1	1	1	26	1	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	125	125	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-60	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	3	26	7	0	0	0	0	0
Fog	Dummy	fog act 3 water rfga	374	ud	0	0	0	0	0	0	0	0	1	1	39	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0
HellBridge	Dummy	Not used	375	xx	1	0	0	0	0	0	0	0	1	3	1	33	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	0	0	1	18	0	0	0	0	1	0	1	100	0	0	18	0	0	0	0	3	33	0	0	0	0	0	0
SoulStoneForge	Hellforge	Forge  hell	376	ux	1	0	1	0	0	0	0	0	3	3	22	22	22	22	22	0	0	0	128	128	128	128	128	128	256	256	1	0	1	0	1	1	0	0	13	17	19	15	13	13	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	-10	1	255	236	176	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	4	0	0	0	-85	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	49	3	48	0	0	0	0	0	0
GuildPortal	Guild Portal	Portal to next guild level	377	PP	1	0	1	0	0	0	0	0	1	1	15	15	15	15	0	0	0	0	100	100	100	100	0	0	0	0	1	0	1	0	0	0	0	0	19	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	120	120	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	-70	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0
HratliStart	Dummy	hratli start	378	ss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
HratliEnd	Dummy	hratli end	379	ss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
JackInTheBox1	TrappedSoul	Burning guy for outer hell	380	uy	1	0	0	0	0	0	0	0	2	2	20	8	21	7	1	8	0	0	140	120	140	120	1	140	0	0	1	0	1	0	0	0	0	0	17	15	17	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	20	-3	1	255	200	200	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-70	0	0	1	1	0	0	0	0	0	1	0	100	0	0	0	0	0	0	48	9	51	0	0	0	0	0	0
JackInTheBox2	TrappedSoul	Burning guy for outer hell	381	15	1	0	0	0	0	0	0	0	2	2	20	8	21	7	1	8	0	0	140	120	140	120	1	140	0	0	1	0	1	0	0	0	0	0	17	15	17	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	20	-3	1	255	200	200	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-70	0	0	1	1	0	0	0	0	0	1	0	100	0	0	0	0	0	0	48	9	51	0	0	0	0	0	0
NatalyaStart	Dummy	natalya start	382	ss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
DamnedV1	TrappedSoul	guy stuck in hell	383	18	1	0	0	0	0	0	0	0	2	2	20	10	1	0	0	0	0	0	133	133	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	0	1	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	3	3	2	0	1	0	0	0	0
